0.00440228,0.00637655,
0.00407247,0.00448257,
0.0046707,0.00618237,
0.00454955,0.00552651,
0.00486644,0.00569416,
0.00432957,0.00684053,
0.00392671,0.00514561,
0.00412691,0.00412707,
0.00471223,0.0068364,
0.00512155,0.00668089,
0.00626189,0.00718865,
0.00449459,0.00550466,
0.0041541,0.00547247,
0.00460758,0.00608882,
0.00550348,0.00621533,
0.00517257,0.00590135,
0.00460544,0.005386,
0.00424182,0.00551767,
0.00487121,0.00557515,
0.00411307,0.00479452,
0.00584988,0.00537094,
0.00479166,0.00617193,
0.00524174,0.0069074,
0.00479059,0.00789771,
0.00421832,0.00602592,
0.00445879,0.00682804,
0.00476249,0.00581438,
0.00451168,0.00607385,
0.00568048,0.00610869,
0.00423241,0.00635577,
0.00661534,0.009063,
0.00449123,0.00388897,
0.00402525,0.0104394,
0.00420681,0.00529317,
0.00530538,0.00706942,
0.00483206,0.00705374,
0.00676052,0.00565134,
0.00414712,0.00547399,
0.00581351,0.00575013,
0.00496128,0.00616949,
0.00406395,0.00556493,
0.0051087,0.00688589,
0.0045865,0.00621295,
0.0047609,0.0058472,
0.00561077,0.00526536,
0.00472698,0.00547199,
0.00708105,0.00548152,
0.00415935,0.00555089,
0.00417556,0.00549838,
0.00438909,0.00590823,
