0.000791608,0.000836701,
0.000771044,0.000736776,
0.000816631,0.000729292,
0.000927017,0.000774635,
0.00040331,0.000861405,
0.00114603,0.00101288,
0.000774471,0.000777623,
0.00279547,0.00147339,
0.000550634,0.000744968,
0.00149241,0.000783453,
0.000781483,0.000856768,
0.00102924,0.000897758,
0.00101848,0.0008467,
0.000796316,0.000726606,
0.00078256,0.000724182,
0.000853094,0.000845517,
0.00090946,0.000944356,
0.00097159,0.000945732,
0.000804688,0.000850698,
0.000749892,0.000857743,
0.00075091,0.000726004,
0.00115334,0.000728257,
0.0010169,0.000928105,
0.000906802,0.000930433,
0.001074,0.00108256,
0.000952302,0.00106574,
0.000769614,0.000875653,
0.000884121,0.000739779,
0.00120326,0.000921973,
0.000914779,0.000687522,
0.000888763,0.00070155,
0.000942056,0.000839627,
0.000809964,0.000725975,
0.000767639,0.00101414,
0.00113557,0.00101001,
0.000642427,0.000748676,
0.000787833,0.00349316,
0.00153384,0.000392913,
0.000939614,0.0010449,
0.000785825,0.000854095,
0.00128021,0.000895399,
0.000846141,0.000953874,
0.000823446,0.000797263,
0.000902911,0.000863767,
0.00100544,0.00097752,
0.000938054,0.000770322,
0.00097335,0.0016896,
0.000898368,0.000747261,
0.000903514,0.000813043,
0.00108646,0.000906539,
