0.00099323,0.000528369,0.0112285,
0.001071,0.000529746,0.0109831,
0.00118493,0.000548976,0.0109384,
0.00113207,0.000604368,0.0142582,
0.000499293,0.000301493,0.00572721,
0.00107455,0.000627019,0.0111075,
0.000976379,0.00055898,0.0114956,
0.000615468,0.000536337,0.0117157,
0.000957899,0.000539552,0.0125964,
0.00122995,0.000653467,0.0117595,
0.000988139,0.000565066,0.027003,
0.000958677,0.000535259,0.0126747,
0.00218019,0.000540332,0.0185281,
0.00144158,0.000536943,0.019063,
0.000946702,0.000631496,0.0251658,
0.00122033,0.000531201,0.0124326,
0.000948709,0.000761935,0.0219648,
0.000959774,0.000953228,0.0134098,
0.00098725,0.00056941,0.0109903,
0.00108694,0.000656512,0.0110021,
0.00128078,0.000559314,0.0113587,
0.00138708,0.00054337,0.0115669,
0.00184239,0.000542241,0.0124322,
0.000952023,0.000592334,0.0113022,
0.000984059,0.000572212,0.0104048,
0.0010937,0.000545125,0.0110682,
0.00128479,0.000655401,0.0112415,
0.000636631,0.000584385,0.0111226,
0.00104404,0.000649435,0.0122354,
0.00108514,0.000772428,0.011823,
0.00097004,0.000661419,0.0111306,
0.000956372,0.000589387,0.0139442,
0.00103652,0.000580242,0.0113976,
0.000967849,0.000647241,0.0145441,
0.000973936,0.000586678,0.017621,
0.000939175,0.000449499,0.01245,
0.000984772,0.000563844,0.0108078,
0.00221149,0.000623697,0.0126975,
0.000924861,0.000540403,0.0148681,
0.00100462,0.000579869,0.0171449,
0.00270966,0.000584973,0.0227572,
0.0018516,0.000883363,0.0170856,
0.00112936,0.000561429,0.0146049,
0.00117396,0.000593328,0.0118523,
0.00119374,0.000570084,0.0109354,
0.000996086,0.000571955,0.0158588,
0.000982803,0.000551393,0.0123103,
0.00149829,0.000585323,0.0103472,
0.000980106,0.000720373,0.0130868,
0.00438784,0.000556057,0.0179145,
0.00100702,0.000535811,0.0177125,
0.00120521,0.000768566,0.0112248,
0.000902505,0.000720886,0.0121228,
0.00104144,0.000759509,0.0129894,
0.00123449,0.00087702,0.0121571,
0.00123646,0.000610584,0.0115566,
0.00095407,0.000556515,0.0115552,
0.000962731,0.000739101,0.0123844,
0.000930903,0.000630283,0.0113894,
0.000959713,0.000541855,0.0136659,
0.000926565,0.000538344,0.0113663,
0.00100674,0.000539102,0.0115542,
0.00105998,0.000592715,0.0118964,
0.00153684,0.000496848,0.0118126,
0.00102552,0.000532133,0.0111065,
0.00118983,0.000569798,0.011201,
0.000239548,0.000180864,0.000297601,
0.000262258,0.000179158,0.000261161,
0.000272925,0.000225043,0.000253495,
0.000269692,0.000175247,0.000303089,
0.000243873,0.000224629,0.000266252,
0.000252673,0.000178729,0.000255442,
0.000268832,0.000190197,0.000248449,
0.000247189,0.000217481,0.000266684,
0.000669359,0.000184558,0.000280124,
0.00025579,8.5845e-05,0.000275139,
0.000239189,0.000176569,0.000267639,
0.000233281,0.000192975,0.00027043,
0.000282345,0.000208751,0.000256128,
0.00025282,0.000109079,0.000257178,
0.000250745,0.000115934,0.000269571,
0.000143024,0.000180471,0.000423255,
0.000223733,0.000182461,0.000225376,
0.00023863,0.000185107,0.00026187,
0.00021853,0.000204576,0.000257418,
0.000140149,0.00026141,0.000278727,
0.000273436,0.000147552,0.00025214,
0.000467554,0.000158592,0.000357116,
0.00042469,0.000488764,0.00195424,
0.000635711,0.000279838,0.000507814,
0.000498117,0.000295608,0.000473809,
0.000461777,0.000301421,0.000431588,
0.0730268,0.00070792,0.0221671,
0.0718961,0.00070379,0.0251555,
0.00025316,0.000272465,0.000431454,
0.000643521,0.000380966,0.000340327,
0.000604511,0.000306212,0.000338566,
0.0678758,0.000928291,0.0487064,
0.0695956,0.000700114,0.0219535,
0.0698613,0.000809814,0.0375115,
0.067631,0.000670656,0.0225421,
0.0690535,0.000691056,0.0228518,
0.00024758,0.000253586,0.000264237,
0.000362566,0.000309521,0.00025503,
0.000257353,0.000329548,0.000475414,
0.00035578,0.000144906,0.000284769,
0.000324177,0.000274644,0.000270159,
0.000355071,0.000272566,0.000283899,
0.000420539,0.000283068,0.000382779,
0.000439489,0.000279665,0.000303083,
0.000430564,0.000309881,0.000299141,
0.000432952,0.000277058,0.000968622,
0.000370362,0.000301021,0.000299361,
0.000391177,0.000274907,0.000389754,
0.000385572,0.000300492,0.000277255,
0.000526943,0.000523404,0.000393196,
0.000394829,0.00027491,0.000280053,
0.000393787,0.000299102,0.000276983,
0.000385514,0.000252188,0.000278859,
0.000517893,0.000289185,0.000283211,
0.000398112,0.000297571,0.000301535,
0.000391739,0.00026274,0.00027586,
0.000364734,0.000276209,0.00027773,
0.000422891,0.000272375,0.000282529,
0.000356221,0.000219065,0.000178492,
0.000473347,0.000215539,0.000262223,
0.000330955,0.000115367,0.000335542,
0.00036647,0.000214859,0.000275618,
0.000377034,0.000242286,0.000278173,
0.000409295,0.00021618,0.000315615,
0.000438851,0.000202662,0.000290834,
0.000841749,0.000248479,0.000286353,
0.00036963,0.00026268,0.000301621,
0.000454868,0.000248239,0.000275131,
0.000395675,0.000218709,0.000286763,
0.000391618,0.000214047,0.000278762,
0.000410698,0.000223624,0.000273113,
0.000549973,0.000215157,0.000496598,
0.000364515,0.000213836,0.0003072,
0.000207138,0.000123009,0.000228782,
0.00034647,0.000195821,0.000278131,
0.000292568,0.00021789,0.000281256,
0.000281355,0.000185461,0.000255789,
0.000292828,0.000232958,0.000277598,
0.0346489,0.000585807,0.0264034,
0.0342488,0.0305444,0.0108951,
0.029104,0.0310761,
0.0337106,0.0342957,0.011065,
0.024529,0.0227166,
0.0451361,0.0400051,
0.0441929,0.0375824,
0.0423448,0.0366472,
0.0412801,0.0385154,
0.04296,0.0380841,
0.0370157,0.0410868,
0.0241709,0.0364343,
0.0321002,0.0407259,
0.0452108,0.0375414,
0.02958,0.0368435,
0.0338243,0.0387114,
0.0303876,0.0356915,
0.0321359,0.0361235,
0.0336491,0.0398933,
0.0351605,0.0372214,
0.0316974,0.0394516,
0.0300402,0.036946,
0.0319463,0.0335895,
0.0354938,0.0355713,
0.0341543,0.036332,
0.033896,0.0386698,
0.0330216,0.0375802,
0.0391651,0.0364922,
0.0343863,0.0413869,
0.0351155,0.0373748,
0.0340985,0.0435053,
0.0338494,0.0402032,
0.0413372,0.0391042,
0.0442967,0.0377252,
0.0446597,0.0400736,
0.0426916,0.0405816,
0.0444042,0.037771,
0.0442266,0.0392345,
0.0450097,0.0392321,
0.0427306,0.0402191,
0.0424916,0.0414989,
0.0430506,0.0382593,
0.0428296,0.0344464,
0.04357,0.0345,
0.0424395,0.0378462,
0.042939,0.0363267,
0.0469116,0.0348054,
0.0453042,0.0401643,
0.0437163,0.0378941,
0.0421094,0.0362315,
0.0441133,0.0363134,
0.0424023,0.0414354,
0.0455431,0.0357311,
0.0484379,0.0335944,
0.0442077,0.0390503,
0.0411957,0.0290991,
0.0450847,0.0357091,
0.0461773,0.0380394,
0.0441477,0.0339962,
0.0430035,0.0350149,
